,C4ch1Watt,C4ch2Watt,C4ch3Watt,C4totalPositiveWattHour,C4temp1,C4temp2,C4temp3,C4temp4,C4e.flowRate,C4e.flowSpeed,C4e.totalFlowRate,C4c.flowRate,C4c.flowSpeed,C4c.totalFlowRate
2017-05-01 00:00:00,0.0,0.0,0.0,0.0,18.13036639759684,20.911026426352763,23.400091118347564,23.396886909452654,0.0,0.0,0.0,,,
2017-05-01 01:00:00,0.0,0.0,0.0,0.0,17.926356177326355,20.974223194901846,23.375346436963614,23.361994995858677,0.0,0.0,0.0,,,
2017-05-01 02:00:00,0.0,0.0,0.0,0.0,17.134348733127297,21.029409098787973,23.30752086328241,23.281352217831753,0.0,0.0,0.0,,,
2017-05-01 03:00:00,0.0,0.0,0.0,0.0,16.597976870747562,21.106135369801393,23.170624340021522,23.148905911534786,0.0,0.0,0.0,,,
2017-05-01 04:00:00,0.0,0.0,0.0,0.0,16.351954389740822,21.108627754705562,23.022334260396324,23.009873020726822,0.0,0.0,0.0,,,
2017-05-01 05:00:00,0.0,0.0,0.0,0.0,16.259918529477478,21.106135422482264,22.934036687744445,22.89558438985582,0.0,0.0,0.0,,,
2017-05-01 06:00:00,0.0,0.0,0.0,0.0,16.060892657568345,21.170934374500096,22.85944667891633,22.822062643822555,0.0,0.0,0.0,,,
2017-05-01 07:00:00,0.0,0.0,0.0,0.0,15.992410892717624,21.224702467082473,22.866837513289372,22.81472077723166,0.0,0.0,0.0,,,
2017-05-01 08:00:00,0.0,0.0,0.0,0.0,16.01567581917106,21.345749327656566,23.057581980623915,22.988688618275763,0.0,0.0,0.0,,,
2017-05-01 09:00:00,0.0,0.0,0.0,0.0,16.096420440619227,21.49631547322206,23.396988481943684,23.28846027151543,0.0,0.0,0.0,,,
2017-05-01 10:00:00,0.0,0.0,0.0,0.0,16.246032904294267,21.651408350960363,23.901393163816515,23.75078886600833,0.0,0.0,0.0,,,
2017-05-01 11:00:00,0.0,0.0,0.0,0.0,16.225026457840876,21.77673383598716,24.411418214024405,24.190852396434956,0.0,0.0,0.0,,,
2017-05-01 12:00:00,0.0,0.0,0.0,0.0,16.34109512281658,21.934636753020552,24.897588573560245,24.69001839044211,0.0,0.0,0.0,,,
2017-05-01 13:00:00,0.0,0.0,0.0,0.0,16.468023002035647,22.12226896320365,25.47597311812323,25.2308406278284,0.0,0.0,0.0,,,
2017-05-01 14:00:00,0.0,0.0,0.0,0.0,16.552759821626772,22.299754204581088,26.018931828418335,25.795695564565285,0.0,0.0,0.0,,,
2017-05-01 15:00:00,0.0,0.0,0.0,0.0,16.616686874795423,22.455475821745047,26.475934203283433,26.235517777294383,0.0,0.0,0.0,,,
2017-05-01 16:00:00,0.0,0.0,0.0,0.0,16.682001760986203,22.583338782041036,26.839244127572496,26.611557646755543,0.0,0.0,0.0,,,
2017-05-01 17:00:00,0.0,0.0,0.0,0.0,16.677373377301098,22.692998713141673,27.08918332631623,26.837463882744284,0.0,0.0,0.0,,,
