,C1ch1Watt,C1ch2Watt,C1ch3Watt,C1totalPositiveWattHour,C1temp1,C1temp2,C1temp3,C1temp4,C1e.flowRate,C1e.flowSpeed,C1e.totalFlowRate,C1c.flowRate,C1c.flowSpeed,C1c.totalFlowRate
2017-05-01 00:00:00,54214.357142857145,50918.58928571428,52073.5,0.0,12.421112119774273,16.275227960684774,29.81625947661219,26.318716196563592,207.26538905075617,3.087748024346573,2130809923.0,221.04620889027913,1.9020058318972588,1718085542.0
2017-05-01 01:00:00,30305.39285714286,26247.803571428572,28257.714285714286,156600.0,8.701222645605878,11.235682158336079,28.6107135335604,26.630605945063905,225.61080236602248,3.3610498821526242,2130810133.0,229.76407085481236,1.9770192259647807,1718085765.0
2017-05-01 02:00:00,17133.333333333332,13040.438596491229,14700.964912280702,240400.0,9.39816787128262,11.133498960500964,24.589259367397215,23.434270891865545,225.66250446864538,3.3618201102529253,2130810359.0,227.76557337443035,1.9598230282465616,1718085995.0
2017-05-01 03:00:00,16940.946428571428,12807.75,14721.910714285714,285500.0,9.646419868106946,11.378396263723516,24.02017411527869,22.869687384857524,225.77253641401018,3.3634593401636397,2130810585.0,226.77081756591798,1.9512636204560598,1718086223.0
2017-05-01 04:00:00,17188.875,12808.80357142857,14656.392857142857,328800.0,9.635645277207669,11.37934332746739,24.020131906289684,22.86692330682011,225.69176683927836,3.362256075206556,2130810810.0,226.59268646240236,1.9497308472792307,1718086449.0
2017-05-01 05:00:00,16945.678571428572,12466.75,14402.232142857143,372900.0,9.629236859417862,11.337331014050259,24.011765129631378,22.855352321266892,225.74685114080256,3.3630766955288975,2130811036.0,226.74520314534504,1.9510432144006093,1718086676.0
2017-05-01 06:00:00,16603.64912280702,12479.912280701754,14180.140350877193,416800.0,9.649530691667385,11.341425477061453,24.088669567365987,22.923889771619674,225.74621364048548,3.363067162888391,2130811262.0,227.08837331136067,1.9539960145950317,1718086903.0
2017-05-01 07:00:00,16495.39285714286,12647.30357142857,13958.267857142857,460200.0,9.770068133347344,11.498785475705965,24.638594860042332,23.468193901474702,225.5579992021833,3.36026326247624,2130811488.0,228.57123118433458,1.966755381945906,1718087130.0
2017-05-01 08:00:00,19042.535714285714,15032.482142857143,16486.64285714286,504100.0,10.199966187908887,12.06809983784526,25.710246394174696,24.391657933682666,226.1326569674308,3.3688242477283143,2130811713.0,226.7834164937337,1.9513720015684763,1718087358.0
2017-05-01 09:00:00,21667.377358490565,17758.98113207547,18804.245283018867,554100.0,10.325927866003692,12.402267342739908,26.78291392357347,25.358505813530286,226.19803259507665,3.369798183441162,2130811939.0,228.96718888716265,1.970162413337014,1718087585.0
