,C3ch1Watt,C3ch2Watt,C3ch3Watt,C3totalPositiveWattHour,C3temp1,C3temp2,C3temp3,C3temp4,C3e.flowRate,C3e.flowSpeed,C3e.totalFlowRate,C3c.flowRate,C3c.flowSpeed,C3c.totalFlowRate
2017-05-01 00:00:00,0.0,0.0,0.0,0.0,17.9797619944269,20.916011038118498,23.42269937950358,23.50085003603071,0.8248589018980662,0.012288382820164164,32332177.0,0.0,0.0,0.0
2017-05-01 01:00:00,0.0,0.0,0.0,0.0,17.17191093494225,21.019974059334796,23.387807781994873,23.499247641838434,0.5121635501583417,0.007629985886160285,32332989.0,0.0,0.0,0.0
2017-05-01 02:00:00,0.0,0.0,0.0,0.0,16.24033631049518,21.09349606877245,23.391368271651263,23.476461266642115,0.10719062717010577,0.0015968785133736673,32333489.0,0.0,0.0,0.0
2017-05-01 03:00:00,0.0,0.0,0.0,0.0,15.806005453124223,21.11327133101945,23.27339875657235,23.351606445058227,-0.14037700846480827,-0.0020912745139260855,32333462.0,0.0,0.0,0.0
2017-05-01 04:00:00,0.0,0.0,0.0,0.0,15.624745792197846,21.178055037727635,23.154068479298193,23.225988147224445,-0.2594875613848368,-0.0038657308294204997,32333215.0,0.0,0.0,0.0
2017-05-01 05:00:00,0.0,0.0,0.0,0.0,15.539830753204665,21.201375649683147,23.06897527358382,23.11686266360648,-0.3291619642306182,-0.0049037092830985785,32332898.0,0.0,0.0,0.0
2017-05-01 06:00:00,0.0,0.0,0.0,0.0,15.465826214136909,21.251565758163466,22.982429283965054,23.087690465617815,-0.36394869834184645,-0.005421946585799257,32332535.0,0.0,0.0,0.0
2017-05-01 07:00:00,0.0,0.0,0.0,0.0,15.36240687778093,21.288420785382613,23.04086669667162,23.104401140550195,-0.3005613897894991,-0.0044776305761027695,32332237.0,0.0,0.0,0.0
2017-05-01 08:00:00,0.0,0.0,0.0,0.0,15.421981790719894,21.420517503205858,23.300400252735752,23.3441929690237,-0.08834083122977367,-0.0013160625958941333,32332141.0,0.0,0.0,0.0
2017-05-01 09:00:00,0.0,0.0,0.0,0.0,15.563604353641692,21.547186245197988,23.783042641082933,23.732938358400315,0.46527285567883936,0.0069314291062515365,32332154.0,0.0,0.0,0.0
2017-05-01 10:00:00,0.0,0.0,0.0,0.0,15.70420057329959,21.687572339293315,24.353132909413507,24.23441455271192,1.080331912636757,0.016094306902959942,32332657.0,0.0,0.0,0.0
